"utcdate","pm25","precipitation","temperature","wind_speed","wind_direction"
"2010-01-01",16.3636363636364,2.765625,11.96759185791,2.41609934444147,167.902874685915
"2010-01-02",11.0833333333333,0.0078125,12.3030906677247,1.32219067235399,340.147811799332
"2010-01-03",13.7916666666667,0,11.9979148864748,2.06018106871384,23.3606588025099
"2010-01-04",24.5,0.000208914265385829,11.9766098022463,2.39297231962239,0.259223229284942
"2010-01-05",33.75,0,11.9529853820802,1.58232963327885,36.041464628466
"2010-01-06",40.1666666666667,0,11.9109626770019,1.10196263370358,0.0958742606976557
"2010-01-07",42.9166666666667,0.00507230637595058,11.9217506408691,1.85374383721366,11.2487457321689
"2010-01-08",37.125,0.1328125,12.1279502868652,2.00680694164757,17.3116751810343
"2010-01-09",24.9583333333333,0.0234375,12.2067352294924,1.75536468315348,44.316967730994
"2010-01-10",25.75,0.00937776640057564,12.1360031127931,1.23928201452976,27.1940281085915
"2010-01-11",24.695652173913,0.00113713648170233,12.5333267211915,1.61258897908439,112.617674155208
"2010-01-12",12.7142857142857,7.0859375,12.5138107299806,4.16917477634377,156.684078362928
"2010-01-13",7.14285714285714,4.40625,12.7738739013672,4.0723072015232,202.909851684155
"2010-01-14",13.75,0.1171875,11.9643760681153,2.51410189934134,326.026157638177
"2010-01-15",20.6666666666667,0.000303767621517181,12.4471908569336,1.91533595761918,37.9862569481388
"2010-01-16",35.1666666666667,0.09375,12.584691619873,2.22740232705491,141.221788519073
"2010-01-17",9.45833333333333,1.86277179000899,12.3810935974123,3.09710217632915,187.223437349813
"2010-01-18",5.66666666666667,15.3828125,12.2162147521973,7.05733859866806,158.493097693082
"2010-01-19",12.4090909090909,11.6640625,12.5429435729983,7.10661963541829,176.260048782513
"2010-01-20",8.375,10.1171875,12.2265945434571,7.07555381617047,172.498030182188
"2010-01-21",6.95833333333333,12.666894197464,11.1790214538575,4.7891953646407,165.400145401348
"2010-01-22",6.41666666666667,3.390625,10.4776321411134,3.34129444040998,287.079877043579
"2010-01-23",8.08333333333333,1.28125,10.7434249877931,2.08472247067331,207.649535743668
"2010-01-24",12,1.7929527759552,11.0008865356445,2.62227677922531,165.643430753673
"2010-01-25",6.54166666666667,9.828125,11.5760475158691,5.59632926495686,149.320135476394
"2010-01-26",9.34782608695652,2.22107917070389,12.2107215881348,3.39485639391292,160.039716447206
"2010-01-27",12.3333333333333,0.765625,11.586270904541,1.33806984217076,359.568189281026
"2010-01-28",14.9583333333333,0.03125,10.6834579467773,1.97534883419279,1.93226878072397
"2010-01-29",27.625,1.84672595909797,10.8747535705565,1.35007893622682,164.114481376324
"2010-01-30",9.66666666666667,2.14970397925936,11.5558792114258,2.09542527218896,217.782587104582
"2010-01-31",11.047619047619,0.1953125,11.3782669067384,1.44183471997247,14.8871686572047
"2010-02-01",19.5833333333333,0.0859375,11.9015251159667,1.24179787888906,138.670453853893
"2010-02-02",14.9583333333333,0.220998212695122,12.0492149353029,1.44069831572383,136.013008876642
"2010-02-03",12.5909090909091,0.3203125,11.7569747924805,1.39941519047878,165.590517670698
"2010-02-04",10.25,3.3046875,12.0572525024414,3.47495771062324,147.945495394838
"2010-02-05",8.25,2.171875,12.4795356750487,4.64615514466928,151.782905834254
"2010-02-06",5.33333333333333,6.1015625,12.4728256225585,3.99103718188104,191.88969792852
"2010-02-07",7.08333333333333,1.90625,11.9026771545411,4.70658259565372,304.724940968613
"2010-02-08",9.875,0.0495528988540172,11.6639572143555,3.54684815796349,299.440056177065
"2010-02-09",7.04347826086957,4.0390625,11.1402488708498,2.62779075002507,242.476437034277
"2010-02-10",9.16666666666667,0.148524269461632,11.7147308349609,2.5284317630938,339.368679542536
"2010-02-11",8.20833333333333,1.2265625,11.5757614135741,1.67445600265226,175.439636059488
"2010-02-12",6.75,0.141920279711485,12.4519859313968,3.44425625094577,171.608251535297
"2010-02-13",8.33333333333333,0.046875,12.5669189453125,1.33240182401384,142.251582180364
"2010-02-14",15.25,0.0234375,11.9592376708986,1.29457408730203,55.149912965419
"2010-02-15",18.125,0.0234375,11.6233039855956,1.07434987266022,348.609472402854
"2010-02-16",14,0.03125,12.2055946350099,1.55781648152266,349.4708502737
"2010-02-17",11.7142857142857,0.015625,11.8145538330079,2.27728608873828,330.717394930691
"2010-02-18",17.7083333333333,0.0337028203066438,12.1352210998535,1.29856929393998,281.18109107292
"2010-02-19",10.125,0.518342867493629,11.8457542419434,1.65726554721251,209.486264801884
"2010-02-20",10,0,12.0720535278319,1.72715498091775,293.505477069386
"2010-02-21",5.54166666666667,0.6953125,11.6959625244139,3.24157840725439,271.768713730611
"2010-02-22",9.91666666666667,0.9921875,11.4269882202149,2.01378598192096,333.192326491057
"2010-02-23",10.375,6.2734375,10.899160003662,2.45590155013678,152.203961142492
"2010-02-24",6.41666666666667,1.0625,11.8531547546387,4.09476338992395,165.583698063751
"2010-02-25",9.375,0.5859375,11.8140693664552,1.22212324291229,285.868994327328
"2010-02-26",10.125,8.96875,12.0772682189941,4.2274867082714,159.573823956527
"2010-02-27",5.875,5.8828125,12.1170097351074,3.01743242135287,168.76110561828
"2010-02-28",14.0416666666667,0,12.0279594421388,2.4321131220069,325.505400794958
"2010-03-01",10.625,0.0421089378651232,11.8325439453123,1.4837154097797,243.222826276505
"2010-03-02",6.83333333333333,4.55686811357737,12.250318145752,3.89901831311673,180.840101889314
"2010-03-03",6.82608695652174,4.7890625,11.9743209838868,4.90770882095784,215.435194486136
"2010-03-04",7.29166666666667,0.9296875,10.315648651123,3.2497070493239,321.954900146099
"2010-03-05",7.63636363636364,0.30856280750595,10.9434410095216,2.32934079258814,237.386127392486
"2010-03-06",9.16666666666667,0.0859375,11.8091522216798,1.51014318333137,5.24461100922946
"2010-03-07",12.4583333333333,0,12.323564147949,2.7416578444957,305.262423332027
"2010-03-08",9,0.109375,11.4700828552248,6.58814574395676,297.378976242834
"2010-03-09",6.72727272727273,0.5546875,10.3457160949709,7.58659967895575,309.801328969171
"2010-03-10",6.95652173913043,0.8359375,10.9431282043457,5.62074630168584,304.294104180032
