municip_code,municip_name,county_code,year,pop,share0_19,share75_,share_elementary_school,share_secondary_school,share_tertiary_school,tax_rate,tax_rate_4_years_back,tax_base,expenditures,real_tax_base,real_expenditures,share_votes_left_last_election,share_seats_left_last_election,nr_seats_council,coalition_last_term,left_coalition_last_term
840,Mörbylånga,8,2022,15722,0.23241317898486197,0.12657422719755757,0.15917745620715917,0.4581111957349581,0.3827113480578827,22.21,21.41,216375,78471.0,234872.08712194205,85179.19144330868,0.3616232562676812,0.35555555555555557,45.0,BL,0
860,Hultsfred,8,2022,14056,0.22204040978941378,0.13510244735344337,0.2573600256931806,0.5246761588695,0.21796381543731935,21.91,21.91,190163,87382.0,206419.3215638122,94851.95940792392,0.35939765755716674,0.35555555555555557,45.0,B,0
861,Mönsterås,8,2022,13258,0.2177553175441243,0.1320712022929552,0.20232506147999105,0.5384529398613905,0.2592219986586184,22.21,21.41,210894,85124.0,228922.53699131066,92400.93145773862,0.3541227388747087,0.32653061224489793,49.0,B,0
862,Emmaboda,8,2022,9329,0.21159824204094757,0.1427805766963233,0.2292604501607717,0.5130225080385852,0.2577170418006431,21.96,21.71,202018,83835.0,219287.76104540954,91001.73968280999,0.4307078763708873,0.43902439024390244,41.0,B,0
880,Kalmar,8,2022,71328,0.22787685060565277,0.10011496186630776,0.1515060602424097,0.43089723588943557,0.41759670386815473,21.81,21.81,224961,79140.0,244192.07205564046,85905.38174387287,0.5228310502283106,0.5245901639344263,61.0,BL,0
881,Nybro,8,2022,20284,0.22559652928416485,0.13380003943995267,0.22494448556624722,0.5053293856402664,0.2697261287934863,22.33,22.33,193629,83115.0,210181.61690275918,90220.18958354807,0.36980101443620755,0.3673469387755102,49.0,B,0
882,Oskarshamn,8,2022,27220,0.2260837619397502,0.12733284349742835,0.19427954668105774,0.5174311926605505,0.2882892606583918,22.35,22.26,226499,87016.0,245861.54990656383,94454.67144079911,0.42466365209624296,0.42857142857142855,49.0,BL,0
883,Västervik,8,2022,36747,0.2053500966065257,0.14967208207472718,0.18233664002570385,0.5135145989798787,0.30414876099441746,21.16,21.16,207841,79329.0,225608.54747319032,86110.53864492913,0.39966521046829706,0.40350877192982454,57.0,BL,0
884,Vimmerby,8,2022,15578,0.2195403774553858,0.131274874823469,0.2140291170353564,0.5502930610701456,0.235677821894498,22.36,22.36,211137,80145.0,229186.31014981156,86996.29542409263,0.362050790608529,0.3673469387755102,49.0,B,0
885,Borgholm,8,2022,10895,0.1661312528682882,0.1856815052776503,0.19057990743261638,0.512251565477811,0.29716852708957253,21.58,21.58,201962,78492.0,219226.97381546695,85201.98665453715,0.39361147327249024,0.37142857142857144,35.0,BL,0
980,Gotland,9,2022,61001,0.20630809330994573,0.12871920132456846,0.16921152620772661,0.4942062162225946,0.3365822575696788,33.6,33.6,204284,79355.0,221747.47288558664,86138.76128740248,0.4144184207925684,0.4084507042253521,71.0,B,0
1060,Olofström,10,2022,13263,0.20606197692829675,0.14272788961773356,0.20515682553856457,0.5569818060051345,0.23786136845630093,21.71,22.16,208745,80818.0,226589.8270422636,87726.82766965275,0.4934456928838951,0.4897959183673469,49.0,BL,0
1080,Karlskrona,10,2022,66708,0.22932781675361277,0.11231036757210529,0.1492630715780842,0.4269221639584817,0.42381476446343413,21.65,22.1,225582,75765.0,244866.15901625386,82241.86565358262,0.4118800721370604,0.41333333333333333,75.0,BL,0
1081,Ronneby,10,2022,29200,0.236986301369863,0.1317123287671233,0.19978301301921886,0.4948853068815871,0.30533168009919404,21.81,22.36,198993,81592.0,216004.1651422605,88566.9940263593,0.3660840812470477,0.3673469387755102,49.0,B,0
1082,Karlshamn,10,2022,32226,0.21783652951033328,0.13228449078383914,0.18289461699608342,0.48305856635394845,0.3340468166499681,22.33,22.21,217949,75829.0,236580.6424778285,82311.336773517,0.42850491223168974,0.43137254901960786,51.0,BL,0
1083,Sölvesborg,10,2022,17540,0.2072976054732041,0.13506271379703536,0.20272727272727273,0.5092561983471074,0.28801652892561985,21.82,22.27,217959,78799.0,236591.49734031825,85535.23093297244,0.3826690361343827,0.3877551020408163,49.0,Ö,0
1214,Svalöv,12,2022,14412,0.2570774354704413,0.08631695809048015,0.1898915490075711,0.5001023122570084,0.3100061387354205,20.74,20.74,207653,81424.0,225404.47605838304,88384.63233653152,0.27963176064441886,0.2857142857142857,35.0,B,0
1230,Staffanstorp,12,2022,26242,0.2890404694764119,0.1022787897263928,0.14586757454801597,0.41071847851608356,0.44341394693590047,19.09,19.14,247995,71237.0,269195.1623145281,77326.7839182243,0.29646435999243714,0.2926829268292683,41.0,Ö,0
1231,Burlöv,12,2022,19753,0.26401053004606895,0.08297473801447881,0.20250490417987022,0.4417534329259092,0.3557416628942206,20.09,20.09,198265,66099.0,215213.93115300676,71749.55557099132,0.4199723702388001,0.43902439024390244,41.0,B,0
1233,Vellinge,12,2022,37452,0.26204208052974476,0.12327779557834027,0.1278146504336496,0.3826295858951912,0.48955576367115927,18.5,18.5,296622,62173.0,321979.1021434301,67487.9365575159,0.1176984473652861,0.11764705882352941,51.0,B,0
1256,Östra Göinge,12,2022,14941,0.2564754701827187,0.11210762331838565,0.25984649565744294,0.5092910523126641,0.23086245202989295,20.99,20.99,185836,83855.0,201722.42256449783,91023.44940778948,0.2644022644022644,0.25806451612903225,31.0,B,0
1257,Örkelljunga,12,2022,10499,0.22802171635393848,0.11639203733688923,0.23210015473343648,0.5307356871571248,0.23716415810943875,19.06,19.06,195713,70672.0,212443.77024562284,76713.48418755349,0.23266148230439612,0.24324324324324326,37.0,B,0
1260,Bjuv,12,2022,15842,0.25836384294912257,0.08830955687413206,0.2634983127109111,0.5277465316835396,0.2087551556055493,20.99,20.99,193323,73736.0,209849.45811057286,80039.41405441257,0.39083865086599817,0.3870967741935484,31.0,BL,0
1261,Kävlinge,12,2022,32341,0.28035620419900437,0.09542067344856374,0.16313334257078194,0.42076578449032376,0.41610087293889425,18.51,18.51,256009,63472.0,277894.24911381287,68897.98319493428,0.304966968436506,0.30612244897959184,49.0,B,0
1262,Lomma,12,2022,24638,0.29056741618637877,0.12160077928403279,0.11861267245784364,0.28992079713847724,0.5914665304036791,19.64,19.64,313309,65637.0,340092.6111800741,71248.06092396492,0.23441320293398532,0.2222222222222222,45.0,B,0
1263,Svedala,12,2022,23222,0.2906726380156748,0.08289553010076652,0.16054659672301017,0.47017680202059453,0.36927660125639533,20.24,20.24,229401,69726.0,249011.63100108897,75686.61419602325,0.25379499783142984,0.26666666666666666,45.0,B,0
1264,Skurup,12,2022,16419,0.24112308910408672,0.0958036421219319,0.19229754682141914,0.5109469796887365,0.2967554734898444,20.42,20.42,213893,71810.0,232177.91025198635,77948.76753888692,0.3109251968503937,0.3170731707317073,41.0,B,0
1265,Sjöbo,12,2022,19497,0.22331640765245936,0.10976047597066216,0.19401760405788454,0.5343129941817096,0.27166940176040577,20.92,20.92,213414,74324.0,231657.96233872738,80677.6799688098,0.22291096441796812,0.22448979591836735,49.0,B,0
1266,Hörby,12,2022,15745,0.2275643061289298,0.10835185773261352,0.19805164966455288,0.5182428085653892,0.2837055417700579,21.08,21.08,210275,72249.0,228250.6210031952,78425.2960021869,0.21146459174628188,0.1951219512195122,41.0,Ö,0
1267,Höör,12,2022,16954,0.24713931815500767,0.10522590539105815,0.1746018005540166,0.4373268698060942,0.3880713296398892,21.75,21.88,220094,73780.0,238909.01048187967,80087.17544936745,0.2706056677162437,0.2926829268292683,41.0,B,0
1270,Tomelilla,12,2022,13712,0.22323512252042008,0.12616686114352393,0.2158943265482893,0.535404937202252,0.24870073624945865,20.61,20.61,195397,71962.0,212100.75659094678,78113.76144873111,0.2995946728430805,0.3170731707317073,41.0,B,0
1272,Bromölla,12,2022,12650,0.2339920948616601,0.1233201581027668,0.22902547324141154,0.5231362467866324,0.24783827997195607,22.56,21.76,206139,77922.0,223761.04987743506,84583.25949262145,0.36258519961051605,0.36585365853658536,41.0,Ö,0
1273,Osby,12,2022,13269,0.23091416082598537,0.1352777149747532,0.22408102879253441,0.5124615909866849,0.2634573802207807,22.26,22.26,204116,81407.0,221565.11119575886,88366.17907029895,0.35977838028999176,0.36585365853658536,41.0,B,0
1275,Perstorp,12,2022,7565,0.25512227362855255,0.10879048248512889,0.2725446876882908,0.5101425989154449,0.21731271339626432,20.81,20.81,180899,82424.0,196363.37695330882,89470.11858550641,0.2792145593869732,0.2857142857142857,35.0,B,0
1276,Klippan,12,2022,17783,0.2251588595849969,0.10920542090760839,0.21331254103742614,0.541037426132633,0.2456500328299409,20.75,20.75,197140,78782.0,213992.75912291,85516.77766673986,0.30432750724366764,0.2926829268292683,41.0,BL,0
1277,Åstorp,12,2022,16308,0.27851361295069904,0.08376257051753741,0.24753751265764523,0.5206664825554636,0.23179600478689127,20.29,20.29,191169,73102.0,207511.32073028095,79351.21577256249,0.3640143852551135,0.3548387096774194,31.0,BL,0
1278,Båstad,12,2022,15636,0.19704528012279354,0.1578408800204656,0.16039105604491335,0.4485528990417191,0.39105604491336754,20.23,20.23,244286,72093.0,265169.0938170802,78255.96014734682,0.19078564500484965,0.1951219512195122,41.0,BL,0
1280,Malmö,12,2022,351749,0.2326687495913279,0.07138044457837833,0.16497835691017002,0.3525085294463669,0.48251311364346305,21.24,21.24,211109,72842.0,229155.91653484027,79068.989347829,0.4758201456920372,0.4918032786885246,61.0,BL,0
1281,Lund,12,2022,127376,0.21991583971862833,0.0842780429594272,0.09785942772008238,0.2385631655054555,0.6635774067744621,21.24,21.24,236723,71994.0,256959.56131608313,78148.49700869831,0.38508077090999815,0.38461538461538464,65.0,B,0
1282,Landskrona,12,2022,46488,0.24217002237136465,0.10013336775081741,0.19726921371095482,0.48241779129443074,0.32031299499461446,20.24,20.24,205030,72274.0,222557.2456273219,78452.43315841127,0.3557056782910352,0.35294117647058826,51.0,B,0
1283,Helsingborg,12,2022,150109,0.23617504613314325,0.09202646077183912,0.18080404125447275,0.42855092707755305,0.3906450316679742,20.21,20.21,230185,69783.0,249862.6522202853,75748.48691221482,0.38123846282933377,0.38461538461538464,65.0,B,0
1284,Höganäs,12,2022,27589,0.23125158577694008,0.13795353220486425,0.1522073358225346,0.4269163189106084,0.420876345266857,19.73,19.73,242229,68928.0,262936.2486029389,74820.39616934129,0.2689309893610969,0.2682926829268293,41.0,B,0
1285,Eslöv,12,2022,34593,0.25574538201370217,0.09120342265776313,0.19795062878435027,0.4606004149553288,0.34144895626032096,20.54,20.54,215492,74403.0,233913.60276409722,80763.43338247882,0.3767602260752946,0.39215686274509803,51.0,BL,0
1286,Ystad,12,2022,31560,0.20624207858048163,0.13795944233206592,0.15548372200415608,0.47688755483722006,0.3676287231586239,20.11,20.11,229139,76984.0,248727.23360385754,83565.073391083,0.38733246237963903,0.3877551020408163,49.0,B,0
1287,Trelleborg,12,2022,46231,0.23663775388808375,0.10713590447967813,0.18897712532034044,0.49795931281045336,0.3130635618692062,20.4,20.6,216994,71301.0,235544.0031100575,77396.2550381587,0.30254654696615085,0.27450980392156865,51.0,B,0
